Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2022-09-01 17:11:08,"Squat Day",1h 21m,"Bent Over Row (Barbell)",1,165.0,8,0,0,"",,
2022-09-01 17:11:08,"Squat Day",1h 21m,"Bent Over Row (Barbell)",2,185.00000000000003,6,0,0,,,
2022-09-01 17:11:08,"Squat Day",1h 21m,"Bent Over Row (Barbell)",3,195.0,3,0,0,,,
2022-09-01 17:11:08,"Squat Day",1h 21m,"Bent Over Row (Barbell)",4,185.00000000000003,6,0,0,,,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Bench Press (Barbell)",1,165.0,6,0,0,"","",
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Bench Press (Barbell)",2,175.0,6,0,0,,,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Bench Press (Barbell)",3,185.00000000000003,4,0,0,,,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Bench Press (Barbell)",4,185.00000000000003,4,0,0,,,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Deadlift (Barbell)",1,205.0,6,0,0,"",,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Deadlift (Barbell)",2,230.0,6,0,0,,,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Deadlift (Barbell)",3,250.0,6,0,0,,,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Deadlift (Barbell)",4,260.0,3,0,0,,,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Bent Over Row (Barbell)",1,165.0,6,0,0,"",,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Bent Over Row (Barbell)",2,185.00000000000003,3,0,0,,,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Bent Over Row (Barbell)",3,155.0,6,0,0,,,
2022-09-04 11:13:26,"Deadlift Day",2h 12m,"Bent Over Row (Barbell)",4,160.0,6,0,0,,,
2022-10-30 16:17:00,"Deadlift Day",24m,"Deadlift (Barbell)",1,185.00000000000003,6,0,0,"","",
2022-10-30 16:17:00,"Deadlift Day",24m,"Deadlift (Barbell)",2,205.0,6,0,0,,,
2022-10-30 16:17:00,"Deadlift Day",24m,"Deadlift (Barbell)",3,225.0,5,0,0,,,
2022-10-30 16:17:00,"Deadlift Day",24m,"Deadlift (Barbell)",4,235.0,3,0,0,,,
2022-10-30 16:17:00,"Deadlift Day",24m,"Bench Press (Barbell)",1,155.0,5,0,0,"",,
2022-10-30 16:17:00,"Deadlift Day",24m,"Bench Press (Barbell)",2,135.0,5,0,0,,,
2022-10-30 16:17:00,"Deadlift Day",24m,"Bench Press (Barbell)",3,145.0,5,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Overhead Press (Barbell)",1,74.99999999999999,6,0,0,"","",
2022-11-01 17:52:15,"Upper Body",50m,"Overhead Press (Barbell)",2,85.0,6,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Overhead Press (Barbell)",3,95.0,6,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Overhead Press (Barbell)",4,105.0,4,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Overhead Press (Barbell)",5,85.0,6,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Bent Over Row (Barbell)",1,155.0,6,0,0,"",,
2022-11-01 17:52:15,"Upper Body",50m,"Bent Over Row (Barbell)",2,165.0,6,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Bent Over Row (Barbell)",3,155.0,6,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Bent Over Row (Barbell)",4,165.0,6,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Bench Press (Barbell)",1,135.0,6,0,0,"",,
2022-11-01 17:52:15,"Upper Body",50m,"Bench Press (Barbell)",2,145.0,6,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Bench Press (Barbell)",3,155.0,4,0,0,,,
2022-11-01 17:52:15,"Upper Body",50m,"Bench Press (Barbell)",4,135.0,5,0,0,,,
2022-11-06 17:15:05,"Upper Body",48m,"Bench Press (Barbell)",1,135.0,6,0,0,"","",
2022-11-06 17:15:05,"Upper Body",48m,"Bench Press (Barbell)",2,155.0,6,0,0,,,
2022-11-06 17:15:05,"Upper Body",48m,"Bench Press (Barbell)",3,175.0,4,0,0,,,
2022-11-06 17:15:05,"Upper Body",48m,"Bench Press (Barbell)",4,165.0,4,0,0,,,
2022-11-06 17:15:05,"Upper Body",48m,"Bent Over Row (Barbell)",1,135.0,8,0,0,"",,
2022-11-06 17:15:05,"Upper Body",48m,"Bent Over Row (Barbell)",2,145.0,8,0,0,,,
2022-11-06 17:15:05,"Upper Body",48m,"Bent Over Row (Barbell)",3,155.0,8,0,0,,,
2022-11-06 17:15:05,"Upper Body",48m,"Bent Over Row (Barbell)",4,165.0,8,0,0,,,
2022-11-06 17:15:05,"Upper Body",48m,"Overhead Press (Barbell)",1,85.0,8,0,0,"",,
2022-11-06 17:15:05,"Upper Body",48m,"Overhead Press (Barbell)",2,95.0,4,0,0,,,
2022-11-06 17:15:05,"Upper Body",48m,"Overhead Press (Barbell)",3,90.0,4,0,0,,,
2022-11-06 17:15:05,"Upper Body",48m,"Overhead Press (Barbell)",4,85.0,3,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Overhead Press (Barbell)",1,85.0,6,0,0,"","",
2022-11-11 17:16:39,"Upper Body",1h 6m,"Overhead Press (Barbell)",2,95.0,6,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Overhead Press (Barbell)",3,105.0,6,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Overhead Press (Barbell)",4,115.0,4,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Overhead Press (Barbell)",5,100.0,5,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Bent Over Row (Barbell)",1,145.0,6,0,0,"",,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Bent Over Row (Barbell)",2,155.0,6,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Bent Over Row (Barbell)",3,165.0,6,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Bent Over Row (Barbell)",4,175.0,6,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Bent Over Row (Barbell)",5,185.00000000000003,6,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Bench Press (Barbell)",1,145.0,6,0,0,"",,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Bench Press (Barbell)",2,155.0,6,0,0,,,
2022-11-11 17:16:39,"Upper Body",1h 6m,"Bench Press (Barbell)",3,165.0,6,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Overhead Press (Barbell)",1,95.0,6,0,0,"","",
2022-11-13 11:09:19,"Upper Body",42m,"Overhead Press (Barbell)",2,105.0,5,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Overhead Press (Barbell)",3,105.0,4,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Overhead Press (Barbell)",4,105.0,3,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Overhead Press (Barbell)",5,100.0,3,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Bent Over Row (Barbell)",1,155.0,6,0,0,"",,
2022-11-13 11:09:19,"Upper Body",42m,"Bent Over Row (Barbell)",2,165.0,6,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Bent Over Row (Barbell)",3,165.0,6,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Bent Over Row (Barbell)",4,175.0,5,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Bent Over Row (Barbell)",5,175.0,3,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Bench Press (Barbell)",1,145.0,6,0,0,"",,
2022-11-13 11:09:19,"Upper Body",42m,"Bench Press (Barbell)",2,155.0,4,0,0,,,
2022-11-13 11:09:19,"Upper Body",42m,"Bench Press (Barbell)",3,145.0,4,0,0,,,
2022-11-15 19:35:51,"Upper Body",51m,"Bench Press (Barbell)",1,155.0,6,0,0,"","",
2022-11-15 19:35:51,"Upper Body",51m,"Bench Press (Barbell)",2,175.0,6,0,0,,,
2022-11-15 19:35:51,"Upper Body",51m,"Bench Press (Barbell)",3,180.0,3,0,0,,,
2022-11-15 19:35:51,"Upper Body",51m,"Bench Press (Barbell)",4,165.0,3,0,0,,,
2022-11-15 19:35:51,"Upper Body",51m,"Bent Over Row (Barbell)",1,155.0,6,0,0,"",,
2022-11-15 19:35:51,"Upper Body",51m,"Bent Over Row (Barbell)",2,165.0,6,0,0,,,
2022-11-15 19:35:51,"Upper Body",51m,"Bent Over Row (Barbell)",3,175.0,6,0,0,,,
2022-11-15 19:35:51,"Upper Body",51m,"Bent Over Row (Barbell)",4,175.0,6,0,0,,,
2022-11-15 19:35:51,"Upper Body",51m,"Overhead Press (Barbell)",1,95.0,6,0,0,"",,
2022-11-15 19:35:51,"Upper Body",51m,"Overhead Press (Barbell)",2,105.0,5,0,0,,,
2022-11-15 19:35:51,"Upper Body",51m,"Overhead Press (Barbell)",3,100.0,4,0,0,,,
2022-11-15 19:35:51,"Upper Body",51m,"Overhead Press (Barbell)",4,95.0,6,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Overhead Press (Barbell)",1,95.0,6,0,0,"","",
2022-11-20 11:05:50,"Squat Day",52m,"Overhead Press (Barbell)",2,105.0,6,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Overhead Press (Barbell)",3,115.0,4,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Overhead Press (Barbell)",4,115.0,1,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Overhead Press (Barbell)",5,105.0,5,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Squat (Barbell)",1,185.00000000000003,4,0,0,"",,
2022-11-20 11:05:50,"Squat Day",52m,"Squat (Barbell)",2,185.00000000000003,6,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Squat (Barbell)",3,205.0,1,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Bent Over Row (Barbell)",1,145.0,8,0,0,"",,
2022-11-20 11:05:50,"Squat Day",52m,"Bent Over Row (Barbell)",2,155.0,8,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Bent Over Row (Barbell)",3,165.0,7,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Bent Over Row (Barbell)",4,165.0,5,0,0,,,
2022-11-20 11:05:50,"Squat Day",52m,"Push Up",1,0,20,0,0,"",,
2022-11-20 11:05:50,"Squat Day",52m,"Push Up",2,0,15,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Overhead Press (Barbell)",1,95.0,6,0,0,"","",
2022-11-21 19:46:13,"Upper Body",1h 11m,"Overhead Press (Barbell)",2,105.0,6,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Overhead Press (Barbell)",3,115.0,4,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Overhead Press (Barbell)",4,110.0,4,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Overhead Press (Barbell)",5,100.0,4,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Bent Over Row (Barbell)",1,145.0,8,0,0,"",,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Bent Over Row (Barbell)",2,155.0,6,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Bent Over Row (Barbell)",3,165.0,6,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Bent Over Row (Barbell)",4,175.0,6,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Bent Over Row (Barbell)",5,185.00000000000003,6,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Bench Press (Barbell)",1,155.0,6,0,0,"",,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Bench Press (Barbell)",2,165.0,5,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Bench Press (Barbell)",3,165.0,4,0,0,,,
2022-11-21 19:46:13,"Upper Body",1h 11m,"Bench Press (Barbell)",4,155.0,9,0,0,,,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Bench Press (Barbell)",1,135.0,8,0,0,"","",
2022-11-23 16:37:59,"Upper Body",1h 13m,"Bench Press (Barbell)",2,149.99999999999997,6,0,0,,,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Bench Press (Barbell)",3,175.0,6,0,0,,,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Bench Press (Barbell)",4,190.00000000000003,4,0,0,,,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Bent Over Row (Barbell)",1,155.0,8,0,0,"",,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Bent Over Row (Barbell)",2,175.0,6,0,0,,,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Bent Over Row (Barbell)",3,190.0,6,0,0,,,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Bent Over Row (Barbell)",4,195.0,6,0,0,,,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Overhead Press (Barbell)",1,100.0,6,0,0,"",,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Overhead Press (Barbell)",2,110.0,5,0,0,,,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Overhead Press (Barbell)",3,120.0,2,0,0,,,
2022-11-23 16:37:59,"Upper Body",1h 13m,"Overhead Press (Barbell)",4,105.0,6,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Overhead Press (Barbell)",1,95.0,6,0,0,"","",
2022-11-25 14:08:55,"Deadlift Day",58m,"Overhead Press (Barbell)",2,105.0,6,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Overhead Press (Barbell)",3,115.0,4,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Overhead Press (Barbell)",4,115.0,3,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Overhead Press (Barbell)",5,115.0,2,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Bent Over Row (Barbell)",1,165.0,8,0,0,"",,
2022-11-25 14:08:55,"Deadlift Day",58m,"Bent Over Row (Barbell)",2,180.0,8,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Bent Over Row (Barbell)",3,195.0,6,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Bent Over Row (Barbell)",4,200.0,4,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Bent Over Row (Barbell)",5,185.00000000000003,6,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Deadlift (Barbell)",1,185.00000000000003,6,0,0,"",,
2022-11-25 14:08:55,"Deadlift Day",58m,"Deadlift (Barbell)",2,205.0,6,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Deadlift (Barbell)",3,225.0,4,0,0,,,
2022-11-25 14:08:55,"Deadlift Day",58m,"Deadlift (Barbell)",4,240.0,4,0,0,,,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Bench Press (Barbell)",1,149.99999999999997,8,0,0,"","",
2022-11-27 13:03:52,"Upper Body",1h 12m,"Bench Press (Barbell)",2,170.0,6,0,0,,,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Bench Press (Barbell)",3,190.0,4,0,0,,,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Bench Press (Barbell)",4,190.0,3,0,0,,,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Bench Press (Barbell)",5,205.0,0,0,0,,,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Overhead Press (Barbell)",1,105.0,6,0,0,"",,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Overhead Press (Barbell)",2,115.0,3,0,0,,,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Overhead Press (Barbell)",3,110.0,4,0,0,,,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Bent Over Row (Barbell)",1,165.0,6,0,0,"",,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Bent Over Row (Barbell)",2,185.00000000000003,6,0,0,,,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Bent Over Row (Barbell)",3,195.0,6,0,0,,,
2022-11-27 13:03:52,"Upper Body",1h 12m,"Bent Over Row (Barbell)",4,205.0,6,0,0,,,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Overhead Press (Barbell)",1,100.00000000000001,6,0,0,"","",
2022-11-29 19:04:46,"Upper Body",1h 6m,"Overhead Press (Barbell)",2,110.0,6,0,0,,,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Overhead Press (Barbell)",3,115.0,6,0,0,,,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Overhead Press (Barbell)",4,125.0,3,0,0,,,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Bent Over Row (Barbell)",1,175.0,6,0,0,"",,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Bent Over Row (Barbell)",2,195.0,6,0,0,,,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Bent Over Row (Barbell)",3,205.0,6,0,0,,,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Bent Over Row (Barbell)",4,215.0,4,0,0,,,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Bench Press (Barbell)",1,165.0,6,0,0,"",,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Bench Press (Barbell)",2,175.0,6,0,0,,,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Bench Press (Barbell)",3,185.00000000000003,3,0,0,,,
2022-11-29 19:04:46,"Upper Body",1h 6m,"Bench Press (Barbell)",4,160.0,6,0,0,,,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Bench Press (Barbell)",1,155.0,6,0,0,"","",
2022-12-03 12:12:21,"Upper Body",1h 21m,"Bench Press (Barbell)",2,175.0,6,0,0,,,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Bench Press (Barbell)",3,185.00000000000003,6,0,0,,,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Bench Press (Barbell)",4,195.0,4,0,0,,,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Bent Over Row (Barbell)",1,174.0,6,0,0,"",,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Bent Over Row (Barbell)",2,195.0,6,0,0,,,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Bent Over Row (Barbell)",3,205.0,6,0,0,,,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Bent Over Row (Barbell)",4,215.0,6,0,0,,,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Overhead Press (Barbell)",1,105.0,6,0,0,"",,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Overhead Press (Barbell)",2,115.0,6,0,0,,,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Overhead Press (Barbell)",3,125.0,2,0,0,,,
2022-12-03 12:12:21,"Upper Body",1h 21m,"Overhead Press (Barbell)",4,115.0,5,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Overhead Press (Barbell)",1,95.0,6,0,0,"","",
2022-12-05 18:23:14,"Upper Body",59m,"Overhead Press (Barbell)",2,105.0,6,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Overhead Press (Barbell)",3,115.0,6,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Overhead Press (Barbell)",4,125.0,3,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Overhead Press (Barbell)",5,105.0,6,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Bent Over Row (Barbell)",1,165.0,6,0,0,"",,
2022-12-05 18:23:14,"Upper Body",59m,"Bent Over Row (Barbell)",2,185.00000000000003,6,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Bent Over Row (Barbell)",3,205.0,6,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Bent Over Row (Barbell)",4,225.0,3,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Bent Over Row (Barbell)",5,155.0,6,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Bench Press (Barbell)",1,165.0,6,0,0,"",,
2022-12-05 18:23:14,"Upper Body",59m,"Bench Press (Barbell)",2,155.0,10,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Bench Press (Barbell)",3,155.0,8,0,0,,,
2022-12-05 18:23:14,"Upper Body",59m,"Bench Press (Barbell)",4,135.0,10,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Overhead Press (Barbell)",1,105.0,6,0,0,"","",
2022-12-13 14:58:58,"Upper Body",1h 10m,"Overhead Press (Barbell)",2,115.0,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Overhead Press (Barbell)",3,125.0,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Overhead Press (Barbell)",4,115.0,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Overhead Press (Barbell)",5,95.0,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bent Over Row (Barbell)",1,175.0,6,0,0,"",,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bent Over Row (Barbell)",2,185.00000000000003,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bent Over Row (Barbell)",3,195.0,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bent Over Row (Barbell)",4,205.0,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bent Over Row (Barbell)",5,155.0,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bench Press (Barbell)",1,155.0,6,0,0,"",,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bench Press (Barbell)",2,175.0,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bench Press (Barbell)",3,195.0,4,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bench Press (Barbell)",4,185.00000000000003,6,0,0,,,
2022-12-13 14:58:58,"Upper Body",1h 10m,"Bench Press (Barbell)",5,155.0,6,0,0,,,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Bench Press (Barbell)",1,165.0,6,0,0,"","",
2022-12-16 17:59:29,"Upper Body",1h 4m,"Bench Press (Barbell)",2,185.00000000000003,6,0,0,,,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Bench Press (Barbell)",3,205.0,4,0,0,,,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Bench Press (Barbell)",4,195.0,6,0,0,,,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Bent Over Row (Barbell)",1,195.0,6,0,0,"",,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Bent Over Row (Barbell)",2,215.0,6,0,0,,,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Bent Over Row (Barbell)",3,225.0,4,0,0,,,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Bent Over Row (Barbell)",4,205.0,4,0,0,,,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Overhead Press (Barbell)",1,95.0,6,0,0,"",,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Overhead Press (Barbell)",2,105.0,6,0,0,,,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Overhead Press (Barbell)",3,115.0,6,0,0,,,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Squat (Barbell)",1,95.0,6,0,0,"",,
2022-12-16 17:59:29,"Upper Body",1h 4m,"Squat (Barbell)",2,185.00000000000003,6,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",1,105.0,6,0,0,"","",
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",2,115.0,6,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",3,125.0,6,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",4,135.0,2,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Overhead Press (Barbell)",5,115.0,4,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Bent Over Row (Barbell)",1,185.00000000000003,6,0,0,"",,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Bent Over Row (Barbell)",2,205.0,6,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Bent Over Row (Barbell)",3,225.0,3,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Bent Over Row (Barbell)",4,185.00000000000003,6,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Deadlift (Barbell)",1,185.00000000000003,6,0,0,"",,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Deadlift (Barbell)",2,205.0,6,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Deadlift (Barbell)",3,225.0,6,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Deadlift (Barbell)",4,245.00000000000003,4,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Bench Press (Barbell)",1,145.0,6,0,0,"",,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Bench Press (Barbell)",2,155.0,6,0,0,,,
2022-12-20 17:46:36,"Deadlift Day",1h 10m,"Bench Press (Barbell)",3,165.0,6,0,0,,,
2022-12-23 14:41:44,"Upper Body",39m,"Overhead Press (Barbell)",1,115.0,6,0,0,"","",
2022-12-23 14:41:44,"Upper Body",39m,"Overhead Press (Barbell)",2,125.0,6,0,0,,,
2022-12-23 14:41:44,"Upper Body",39m,"Overhead Press (Barbell)",3,135.0,2,0,0,,,
2022-12-23 14:41:44,"Upper Body",39m,"Overhead Press (Barbell)",4,125.0,1,0,0,,,
2022-12-23 14:41:44,"Upper Body",39m,"Overhead Press (Barbell)",5,115.0,4,0,0,,,
2022-12-23 14:41:44,"Upper Body",39m,"Bent Over Row (Barbell)",1,205.0,6,0,0,"",,
2022-12-23 14:41:44,"Upper Body",39m,"Bent Over Row (Barbell)",2,225.0,4,0,0,,,
2022-12-23 14:41:44,"Upper Body",39m,"Bent Over Row (Barbell)",3,205.0,6,0,0,,,
2022-12-23 14:41:44,"Upper Body",39m,"Bent Over Row (Barbell)",4,205.0,4,0,0,,,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Bench Press (Barbell)",1,185.00000000000003,6,0,0,"","",
2022-12-27 13:31:50,"Upper Body",1h 46m,"Bench Press (Barbell)",2,195.0,6,0,0,,,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Bench Press (Barbell)",3,205.0,7,0,0,,,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Bench Press (Barbell)",4,185.00000000000003,4,0,0,,,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Bent Over Row (Barbell)",1,205.0,6,0,0,"",,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Bent Over Row (Barbell)",2,215.0,6,0,0,,,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Bent Over Row (Barbell)",3,225.0,6,0,0,,,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Bent Over Row (Barbell)",4,235.0,3,0,0,,,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Overhead Press (Barbell)",1,115.0,6,0,0,"",,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Overhead Press (Barbell)",2,125.0,3,0,0,,,
2022-12-27 13:31:50,"Upper Body",1h 46m,"Overhead Press (Barbell)",3,115.0,3,0,0,,,
